date,store,item,sales
04/02/17,2,3,25
05/02/17,2,3,29
06/02/17,2,3,29
07/02/17,2,3,28
08/02/17,2,3,33
09/02/17,2,3,27
10/02/17,2,3,43
11/02/17,2,3,29
12/02/17,2,3,26
13/02/17,2,3,26
14/02/17,2,3,24
15/02/17,2,3,42
16/02/17,2,3,32
17/02/17,2,3,43
18/02/17,2,3,18
19/02/17,2,3,35
20/02/17,2,3,23
21/02/17,2,3,30
22/02/17,2,3,30
23/02/17,2,3,31
24/02/17,2,3,48
25/02/17,2,3,26
26/02/17,2,3,19
27/02/17,2,3,27
28/02/17,2,3,23
01/03/17,2,3,42
02/03/17,2,3,35
03/03/17,2,3,41
04/03/17,2,3,26
05/03/17,2,3,32
06/03/17,2,3,22
07/03/17,2,3,25
08/03/17,2,3,38
09/03/17,2,3,43
10/03/17,2,3,45
11/03/17,2,3,31
12/03/17,2,3,30
13/03/17,2,3,37
14/03/17,2,3,28
15/03/17,2,3,37
16/03/17,2,3,43
17/03/17,2,3,43
18/03/17,2,3,40
19/03/17,2,3,35
20/03/17,2,3,35
21/03/17,2,3,41
22/03/17,2,3,33
23/03/17,2,3,35
24/03/17,2,3,46
25/03/17,2,3,33
26/03/17,2,3,35
27/03/17,2,3,28
28/03/17,2,3,33
29/03/17,2,3,20
30/03/17,2,3,47
31/03/17,2,3,40
01/04/17,2,3,25
02/04/17,2,3,37
03/04/17,2,3,42
04/04/17,2,3,37
05/04/17,2,3,45
06/04/17,2,3,52
07/04/17,2,3,52
08/04/17,2,3,25
09/04/17,2,3,29
10/04/17,2,3,40
11/04/17,2,3,27
12/04/17,2,3,51
13/04/17,2,3,52
14/04/17,2,3,55
15/04/17,2,3,40
16/04/17,2,3,28
17/04/17,2,3,49
18/04/17,2,3,46
19/04/17,2,3,46
20/04/17,2,3,45
21/04/17,2,3,48
22/04/17,2,3,33
23/04/17,2,3,24
24/04/17,2,3,27
25/04/17,2,3,36
26/04/17,2,3,47
27/04/17,2,3,51
28/04/17,2,3,52
29/04/17,2,3,32
30/04/17,2,3,51
01/05/17,2,3,43
02/05/17,2,3,48
03/05/17,2,3,39
04/05/17,2,3,46
05/05/17,2,3,51
06/05/17,2,3,34
07/05/17,2,3,35
08/05/17,2,3,40
09/05/17,2,3,31
10/05/17,2,3,46
11/05/17,2,3,37
12/05/17,2,3,59
13/05/17,2,3,35
14/05/17,2,3,40
15/05/17,2,3,46
16/05/17,2,3,32
17/05/17,2,3,46
18/05/17,2,3,58
19/05/17,2,3,44
20/05/17,2,3,40
21/05/17,2,3,36
22/05/17,2,3,45
23/05/17,2,3,43
24/05/17,2,3,56
25/05/17,2,3,39
26/05/17,2,3,65
27/05/17,2,3,24
28/05/17,2,3,45
29/05/17,2,3,44
30/05/17,2,3,33
31/05/17,2,3,45
01/06/17,2,3,66
02/06/17,2,3,61
03/06/17,2,3,40
04/06/17,2,3,51
05/06/17,2,3,40
06/06/17,2,3,44
07/06/17,2,3,59
08/06/17,2,3,58
09/06/17,2,3,57
10/06/17,2,3,36
11/06/17,2,3,46
12/06/17,2,3,38
13/06/17,2,3,41
14/06/17,2,3,42
15/06/17,2,3,48
16/06/17,2,3,47
17/06/17,2,3,44
18/06/17,2,3,33
19/06/17,2,3,35
20/06/17,2,3,38
21/06/17,2,3,52
22/06/17,2,3,57
23/06/17,2,3,72
24/06/17,2,3,38
25/06/17,2,3,45
26/06/17,2,3,39
27/06/17,2,3,40
28/06/17,2,3,59
29/06/17,2,3,49
30/06/17,2,3,54
01/07/17,2,3,30
02/07/17,2,3,46
03/07/17,2,3,57
04/07/17,2,3,45
05/07/17,2,3,41
06/07/17,2,3,67
07/07/17,2,3,59
08/07/17,2,3,43
09/07/17,2,3,59
10/07/17,2,3,48
11/07/17,2,3,58
12/07/17,2,3,65
13/07/17,2,3,50
14/07/17,2,3,60
15/07/17,2,3,52
16/07/17,2,3,43
17/07/17,2,3,40
18/07/17,2,3,57
19/07/17,2,3,54
20/07/17,2,3,65
21/07/17,2,3,56
22/07/17,2,3,44
23/07/17,2,3,50
24/07/17,2,3,45
25/07/17,2,3,48
26/07/17,2,3,51
27/07/17,2,3,80
28/07/17,2,3,62
29/07/17,2,3,39
30/07/17,2,3,31
31/07/17,2,3,38
01/08/17,2,3,49
02/08/17,2,3,44
03/08/17,2,3,50
04/08/17,2,3,49
05/08/17,2,3,31
06/08/17,2,3,49
07/08/17,2,3,39
08/08/17,2,3,37
09/08/17,2,3,46
10/08/17,2,3,58
11/08/17,2,3,42
12/08/17,2,3,35
13/08/17,2,3,36
14/08/17,2,3,24
15/08/17,2,3,33
16/08/17,2,3,56
17/08/17,2,3,55
18/08/17,2,3,55
19/08/17,2,3,41
20/08/17,2,3,38
21/08/17,2,3,49
22/08/17,2,3,43
23/08/17,2,3,38
24/08/17,2,3,49
25/08/17,2,3,41
26/08/17,2,3,37
27/08/17,2,3,36
28/08/17,2,3,39
29/08/17,2,3,46
30/08/17,2,3,38
31/08/17,2,3,44
01/09/17,2,3,36
02/09/17,2,3,35
03/09/17,2,3,42
04/09/17,2,3,57
05/09/17,2,3,36
06/09/17,2,3,41
07/09/17,2,3,50
08/09/17,2,3,40
09/09/17,2,3,37
10/09/17,2,3,31
11/09/17,2,3,40
12/09/17,2,3,37
13/09/17,2,3,39
14/09/17,2,3,44
15/09/17,2,3,47
16/09/17,2,3,37
17/09/17,2,3,34
18/09/17,2,3,46
19/09/17,2,3,28
20/09/17,2,3,32
21/09/17,2,3,55
22/09/17,2,3,34
23/09/17,2,3,34
24/09/17,2,3,51
25/09/17,2,3,44
26/09/17,2,3,44
27/09/17,2,3,46
28/09/17,2,3,48
29/09/17,2,3,58
30/09/17,2,3,33
01/10/17,2,3,35
02/10/17,2,3,35
03/10/17,2,3,35
04/10/17,2,3,34
05/10/17,2,3,47
06/10/17,2,3,47
07/10/17,2,3,33
08/10/17,2,3,36
09/10/17,2,3,39
10/10/17,2,3,30
11/10/17,2,3,44
12/10/17,2,3,36
13/10/17,2,3,48
14/10/17,2,3,37
15/10/17,2,3,42
16/10/17,2,3,32
17/10/17,2,3,30
18/10/17,2,3,43
19/10/17,2,3,44
20/10/17,2,3,46
21/10/17,2,3,31
22/10/17,2,3,34
23/10/17,2,3,40
24/10/17,2,3,46
25/10/17,2,3,40
26/10/17,2,3,36
27/10/17,2,3,29
28/10/17,2,3,21
29/10/17,2,3,37
30/10/17,2,3,41
31/10/17,2,3,31
01/11/17,2,3,35
02/11/17,2,3,49
03/11/17,2,3,45
04/11/17,2,3,23
05/11/17,2,3,39
06/11/17,2,3,50
07/11/17,2,3,44
08/11/17,2,3,52
09/11/17,2,3,68
10/11/17,2,3,46
11/11/17,2,3,21
12/11/17,2,3,35
13/11/17,2,3,29
14/11/17,2,3,40
15/11/17,2,3,42
16/11/17,2,3,37
17/11/17,2,3,50
18/11/17,2,3,33
19/11/17,2,3,43
20/11/17,2,3,32
21/11/17,2,3,39
22/11/17,2,3,42
23/11/17,2,3,52
24/11/17,2,3,39
25/11/17,2,3,45
26/11/17,2,3,32
27/11/17,2,3,40
28/11/17,2,3,42
29/11/17,2,3,47
30/11/17,2,3,40
01/12/17,2,3,31
02/12/17,2,3,16
03/12/17,2,3,27
04/12/17,2,3,25
05/12/17,2,3,26
06/12/17,2,3,38
07/12/17,2,3,45
08/12/17,2,3,39
09/12/17,2,3,28
10/12/17,2,3,23
11/12/17,2,3,22
12/12/17,2,3,30
13/12/17,2,3,28
14/12/17,2,3,39
15/12/17,2,3,44
16/12/17,2,3,23
17/12/17,2,3,25
18/12/17,2,3,25
19/12/17,2,3,37
20/12/17,2,3,28
21/12/17,2,3,37
22/12/17,2,3,39
23/12/17,2,3,26
24/12/17,2,3,22
25/12/17,2,3,24
26/12/17,2,3,24
27/12/17,2,3,26
28/12/17,2,3,20
29/12/17,2,3,32
30/12/17,2,3,20
31/12/17,2,3,24
01/01/18,2,3,32
02/01/18,2,3,36
03/01/18,2,3,29
04/01/18,2,3,33
05/01/18,2,3,31
06/01/18,2,3,19
07/01/18,2,3,24
08/01/18,2,3,38
09/01/18,2,3,21
10/01/18,2,3,39
11/01/18,2,3,37
12/01/18,2,3,30
13/01/18,2,3,28
14/01/18,2,3,25
15/01/18,2,3,25
16/01/18,2,3,30
17/01/18,2,3,35
18/01/18,2,3,24
19/01/18,2,3,34
20/01/18,2,3,34
21/01/18,2,3,21
22/01/18,2,3,30
23/01/18,2,3,23
24/01/18,2,3,38
25/01/18,2,3,33
26/01/18,2,3,38
27/01/18,2,3,20
28/01/18,2,3,19
29/01/18,2,3,31
30/01/18,2,3,26
31/01/18,2,3,36
01/02/18,2,3,34
02/02/18,2,3,46
03/02/18,2,3,27
04/02/18,2,3,26
05/02/18,2,3,33
06/02/18,2,3,32
07/02/18,2,3,26
08/02/18,2,3,33
09/02/18,2,3,41
10/02/18,2,3,22
11/02/18,2,3,25
12/02/18,2,3,31
13/02/18,2,3,38
14/02/18,2,3,35
15/02/18,2,3,30
16/02/18,2,3,30
17/02/18,2,3,35
18/02/18,2,3,33
19/02/18,2,3,26
20/02/18,2,3,37
21/02/18,2,3,35
22/02/18,2,3,47
23/02/18,2,3,46
24/02/18,2,3,30
25/02/18,2,3,27
26/02/18,2,3,31
27/02/18,2,3,38
28/02/18,2,3,39
01/03/18,2,3,58
02/03/18,2,3,54
03/03/18,2,3,40
04/03/18,2,3,34
05/03/18,2,3,40
06/03/18,2,3,30
07/03/18,2,3,45
08/03/18,2,3,47
09/03/18,2,3,47
10/03/18,2,3,29
11/03/18,2,3,37
12/03/18,2,3,40
13/03/18,2,3,41
14/03/18,2,3,45
15/03/18,2,3,38
16/03/18,2,3,45
17/03/18,2,3,41
18/03/18,2,3,33
19/03/18,2,3,36
20/03/18,2,3,42
21/03/18,2,3,53
22/03/18,2,3,43
23/03/18,2,3,53
24/03/18,2,3,36
25/03/18,2,3,39
26/03/18,2,3,44
27/03/18,2,3,43
28/03/18,2,3,30
29/03/18,2,3,40
30/03/18,2,3,46
31/03/18,2,3,40
01/04/18,2,3,36
02/04/18,2,3,35
03/04/18,2,3,37
04/04/18,2,3,55
05/04/18,2,3,48
06/04/18,2,3,61
07/04/18,2,3,51
08/04/18,2,3,42
09/04/18,2,3,51
10/04/18,2,3,51
11/04/18,2,3,46
12/04/18,2,3,43
13/04/18,2,3,62
14/04/18,2,3,50
15/04/18,2,3,51
16/04/18,2,3,40
17/04/18,2,3,54
18/04/18,2,3,39
19/04/18,2,3,52
20/04/18,2,3,51
21/04/18,2,3,42
22/04/18,2,3,38
23/04/18,2,3,37
24/04/18,2,3,42
25/04/18,2,3,59
26/04/18,2,3,43
27/04/18,2,3,73
28/04/18,2,3,35
29/04/18,2,3,45
30/04/18,2,3,43
01/05/18,2,3,38
02/05/18,2,3,59
03/05/18,2,3,45
04/05/18,2,3,65
05/05/18,2,3,46
06/05/18,2,3,37
07/05/18,2,3,37
08/05/18,2,3,50
09/05/18,2,3,45
10/05/18,2,3,44
11/05/18,2,3,53
12/05/18,2,3,44
13/05/18,2,3,45
14/05/18,2,3,50
15/05/18,2,3,45
16/05/18,2,3,53
17/05/18,2,3,49
18/05/18,2,3,65
19/05/18,2,3,34
20/05/18,2,3,45
21/05/18,2,3,58
22/05/18,2,3,41
23/05/18,2,3,59
24/05/18,2,3,61
25/05/18,2,3,57
26/05/18,2,3,38
27/05/18,2,3,60
28/05/18,2,3,46
29/05/18,2,3,48
30/05/18,2,3,53
31/05/18,2,3,48
01/06/18,2,3,69
02/06/18,2,3,32
03/06/18,2,3,48
04/06/18,2,3,49
05/06/18,2,3,69
06/06/18,2,3,52
07/06/18,2,3,67
08/06/18,2,3,73
09/06/18,2,3,55
10/06/18,2,3,59
11/06/18,2,3,62
12/06/18,2,3,52
13/06/18,2,3,55
14/06/18,2,3,73
15/06/18,2,3,59
16/06/18,2,3,36
17/06/18,2,3,64
18/06/18,2,3,42
19/06/18,2,3,65
20/06/18,2,3,72
21/06/18,2,3,57
22/06/18,2,3,63
23/06/18,2,3,41
24/06/18,2,3,57
25/06/18,2,3,38
26/06/18,2,3,53
27/06/18,2,3,60
28/06/18,2,3,73
29/06/18,2,3,58
30/06/18,2,3,50
01/07/18,2,3,48
02/07/18,2,3,48
03/07/18,2,3,52
04/07/18,2,3,87
05/07/18,2,3,57
06/07/18,2,3,78
07/07/18,2,3,47
08/07/18,2,3,59
09/07/18,2,3,56
10/07/18,2,3,61
11/07/18,2,3,52
12/07/18,2,3,62
13/07/18,2,3,64
14/07/18,2,3,45
15/07/18,2,3,47
16/07/18,2,3,54
17/07/18,2,3,75
18/07/18,2,3,53
19/07/18,2,3,65
20/07/18,2,3,63
21/07/18,2,3,53
22/07/18,2,3,67
23/07/18,2,3,39
24/07/18,2,3,67
25/07/18,2,3,79
26/07/18,2,3,53
27/07/18,2,3,71
28/07/18,2,3,47
29/07/18,2,3,50
30/07/18,2,3,61
31/07/18,2,3,46
01/08/18,2,3,61
02/08/18,2,3,54
03/08/18,2,3,67
04/08/18,2,3,47
05/08/18,2,3,52
06/08/18,2,3,48
07/08/18,2,3,60
08/08/18,2,3,48
09/08/18,2,3,58
10/08/18,2,3,52
11/08/18,2,3,41
12/08/18,2,3,55
13/08/18,2,3,45
14/08/18,2,3,48
15/08/18,2,3,49
16/08/18,2,3,44
17/08/18,2,3,52
18/08/18,2,3,42
19/08/18,2,3,52
20/08/18,2,3,47
21/08/18,2,3,57
22/08/18,2,3,52
23/08/18,2,3,59
24/08/18,2,3,57
25/08/18,2,3,39
26/08/18,2,3,46
27/08/18,2,3,32
28/08/18,2,3,53
29/08/18,2,3,53
30/08/18,2,3,57
31/08/18,2,3,60
01/09/18,2,3,36
02/09/18,2,3,43
03/09/18,2,3,44
04/09/18,2,3,49
05/09/18,2,3,44
06/09/18,2,3,48
07/09/18,2,3,59
08/09/18,2,3,44
09/09/18,2,3,39
10/09/18,2,3,45
11/09/18,2,3,45
12/09/18,2,3,58
13/09/18,2,3,73
14/09/18,2,3,58
15/09/18,2,3,39
16/09/18,2,3,38
17/09/18,2,3,56
18/09/18,2,3,50
19/09/18,2,3,53
20/09/18,2,3,45
21/09/18,2,3,48
22/09/18,2,3,35
23/09/18,2,3,44
24/09/18,2,3,51
25/09/18,2,3,41
26/09/18,2,3,49
27/09/18,2,3,42
28/09/18,2,3,71
29/09/18,2,3,32
30/09/18,2,3,58
01/10/18,2,3,43
02/10/18,2,3,46
03/10/18,2,3,55
04/10/18,2,3,59
05/10/18,2,3,47
06/10/18,2,3,25
07/10/18,2,3,43
08/10/18,2,3,40
09/10/18,2,3,48
10/10/18,2,3,48
11/10/18,2,3,49
12/10/18,2,3,50
13/10/18,2,3,31
14/10/18,2,3,38
15/10/18,2,3,50
16/10/18,2,3,41
17/10/18,2,3,34
18/10/18,2,3,52
19/10/18,2,3,54
20/10/18,2,3,36
21/10/18,2,3,36
22/10/18,2,3,27
23/10/18,2,3,38
24/10/18,2,3,48
25/10/18,2,3,47
26/10/18,2,3,51
27/10/18,2,3,30
28/10/18,2,3,41
29/10/18,2,3,46
30/10/18,2,3,50
31/10/18,2,3,44
01/11/18,2,3,49
02/11/18,2,3,56
03/11/18,2,3,41
04/11/18,2,3,43
05/11/18,2,3,53
06/11/18,2,3,38
07/11/18,2,3,57
08/11/18,2,3,43
09/11/18,2,3,41
10/11/18,2,3,32
11/11/18,2,3,48
12/11/18,2,3,40
13/11/18,2,3,43
14/11/18,2,3,59
15/11/18,2,3,62
16/11/18,2,3,62
17/11/18,2,3,35
18/11/18,2,3,45
19/11/18,2,3,53
20/11/18,2,3,53
21/11/18,2,3,49
22/11/18,2,3,54
23/11/18,2,3,61
24/11/18,2,3,29
25/11/18,2,3,50
26/11/18,2,3,46
27/11/18,2,3,42
28/11/18,2,3,50
29/11/18,2,3,51
30/11/18,2,3,60
01/12/18,2,3,26
02/12/18,2,3,35
03/12/18,2,3,33
04/12/18,2,3,50
05/12/18,2,3,27
06/12/18,2,3,36
07/12/18,2,3,44
08/12/18,2,3,27
09/12/18,2,3,23
10/12/18,2,3,27
11/12/18,2,3,36
12/12/18,2,3,38
13/12/18,2,3,35
14/12/18,2,3,36
15/12/18,2,3,27
16/12/18,2,3,32
17/12/18,2,3,30
18/12/18,2,3,32
19/12/18,2,3,34
20/12/18,2,3,29
21/12/18,2,3,39
22/12/18,2,3,24
23/12/18,2,3,31
24/12/18,2,3,24
25/12/18,2,3,29
26/12/18,2,3,34
27/12/18,2,3,34
28/12/18,2,3,46
29/12/18,2,3,19
30/12/18,2,3,34
31/12/18,2,3,32
01/01/19,2,3,32
02/01/19,2,3,32
03/01/19,2,3,36
04/01/19,2,3,36
05/01/19,2,3,31
06/01/19,2,3,22
07/01/19,2,3,25
08/01/19,2,3,32
09/01/19,2,3,47
10/01/19,2,3,39
11/01/19,2,3,50
12/01/19,2,3,27
13/01/19,2,3,28
14/01/19,2,3,24
15/01/19,2,3,33
16/01/19,2,3,40
17/01/19,2,3,36
18/01/19,2,3,33
19/01/19,2,3,24
20/01/19,2,3,28
21/01/19,2,3,23
22/01/19,2,3,39
23/01/19,2,3,33
24/01/19,2,3,33
25/01/19,2,3,53
26/01/19,2,3,30
27/01/19,2,3,26
28/01/19,2,3,30
29/01/19,2,3,26
30/01/19,2,3,44
31/01/19,2,3,42
01/02/19,2,3,48
02/02/19,2,3,29
03/02/19,2,3,27
04/02/19,2,3,37
05/02/19,2,3,45
06/02/19,2,3,30
07/02/19,2,3,41
08/02/19,2,3,36
09/02/19,2,3,26
10/02/19,2,3,34
11/02/19,2,3,30
12/02/19,2,3,38
13/02/19,2,3,27
14/02/19,2,3,35
15/02/19,2,3,33
16/02/19,2,3,20
17/02/19,2,3,32
18/02/19,2,3,39
19/02/19,2,3,50
20/02/19,2,3,40
21/02/19,2,3,37
22/02/19,2,3,42
23/02/19,2,3,33
24/02/19,2,3,36
25/02/19,2,3,21
26/02/19,2,3,40
27/02/19,2,3,38
28/02/19,2,3,39
01/03/19,2,3,48
02/03/19,2,3,31
03/03/19,2,3,37
04/03/19,2,3,34
05/03/19,2,3,43
06/03/19,2,3,35
07/03/19,2,3,46
08/03/19,2,3,53
09/03/19,2,3,35
10/03/19,2,3,36
11/03/19,2,3,31
12/03/19,2,3,35
13/03/19,2,3,44
14/03/19,2,3,59
15/03/19,2,3,40
16/03/19,2,3,32
17/03/19,2,3,41
18/03/19,2,3,39
19/03/19,2,3,27
20/03/19,2,3,51
21/03/19,2,3,39
22/03/19,2,3,47
23/03/19,2,3,35
24/03/19,2,3,34
25/03/19,2,3,30
26/03/19,2,3,38
27/03/19,2,3,48
28/03/19,2,3,58
29/03/19,2,3,41
30/03/19,2,3,26
31/03/19,2,3,46
01/04/19,2,3,45
02/04/19,2,3,52
03/04/19,2,3,59
04/04/19,2,3,64
05/04/19,2,3,54
06/04/19,2,3,38
07/04/19,2,3,38
08/04/19,2,3,43
09/04/19,2,3,42
10/04/19,2,3,45
11/04/19,2,3,65
12/04/19,2,3,50
13/04/19,2,3,27
14/04/19,2,3,42
15/04/19,2,3,49
16/04/19,2,3,40
17/04/19,2,3,51
18/04/19,2,3,76
19/04/19,2,3,63
20/04/19,2,3,40
21/04/19,2,3,30
22/04/19,2,3,38
23/04/19,2,3,49
24/04/19,2,3,38
25/04/19,2,3,62
26/04/19,2,3,72
27/04/19,2,3,37
28/04/19,2,3,46
29/04/19,2,3,39
30/04/19,2,3,45
01/05/19,2,3,55
02/05/19,2,3,64
03/05/19,2,3,51
04/05/19,2,3,58
05/05/19,2,3,48
06/05/19,2,3,43
07/05/19,2,3,45
08/05/19,2,3,57
09/05/19,2,3,59
10/05/19,2,3,64
11/05/19,2,3,32
12/05/19,2,3,53
13/05/19,2,3,43
14/05/19,2,3,38
15/05/19,2,3,47
16/05/19,2,3,62
17/05/19,2,3,64
18/05/19,2,3,41
19/05/19,2,3,54
20/05/19,2,3,54
21/05/19,2,3,54
22/05/19,2,3,52
23/05/19,2,3,64
24/05/19,2,3,70
25/05/19,2,3,44
26/05/19,2,3,43
27/05/19,2,3,44
28/05/19,2,3,46
29/05/19,2,3,74
30/05/19,2,3,61
31/05/19,2,3,59
01/06/19,2,3,40
02/06/19,2,3,59
03/06/19,2,3,61
04/06/19,2,3,58
05/06/19,2,3,70
06/06/19,2,3,67
07/06/19,2,3,66
08/06/19,2,3,44
09/06/19,2,3,47
10/06/19,2,3,39
11/06/19,2,3,61
12/06/19,2,3,53
13/06/19,2,3,60
14/06/19,2,3,76
15/06/19,2,3,36
16/06/19,2,3,44
17/06/19,2,3,58
18/06/19,2,3,72
19/06/19,2,3,61
20/06/19,2,3,56
21/06/19,2,3,71
22/06/19,2,3,48
23/06/19,2,3,57
24/06/19,2,3,57
25/06/19,2,3,56
26/06/19,2,3,64
27/06/19,2,3,77
28/06/19,2,3,67
29/06/19,2,3,38
30/06/19,2,3,46
01/07/19,2,3,48
02/07/19,2,3,65
03/07/19,2,3,57
04/07/19,2,3,72
05/07/19,2,3,68
06/07/19,2,3,39
07/07/19,2,3,59
08/07/19,2,3,55
09/07/19,2,3,53
10/07/19,2,3,58
11/07/19,2,3,69
12/07/19,2,3,68
13/07/19,2,3,39
14/07/19,2,3,55
15/07/19,2,3,58
16/07/19,2,3,52
17/07/19,2,3,63
18/07/19,2,3,79
19/07/19,2,3,63
20/07/19,2,3,42
21/07/19,2,3,62
22/07/19,2,3,59
23/07/19,2,3,58
24/07/19,2,3,69
25/07/19,2,3,54
26/07/19,2,3,72
27/07/19,2,3,42
28/07/19,2,3,61
29/07/19,2,3,57
30/07/19,2,3,61
31/07/19,2,3,81
01/08/19,2,3,62
02/08/19,2,3,70
03/08/19,2,3,44
04/08/19,2,3,52
05/08/19,2,3,36
06/08/19,2,3,62
07/08/19,2,3,45
08/08/19,2,3,62
09/08/19,2,3,54
10/08/19,2,3,40
11/08/19,2,3,52
12/08/19,2,3,39
13/08/19,2,3,45
14/08/19,2,3,55
15/08/19,2,3,69
16/08/19,2,3,64
17/08/19,2,3,41
18/08/19,2,3,54
19/08/19,2,3,53
20/08/19,2,3,56
21/08/19,2,3,58
22/08/19,2,3,54
23/08/19,2,3,83
24/08/19,2,3,39
25/08/19,2,3,52
26/08/19,2,3,59
27/08/19,2,3,50
28/08/19,2,3,51
29/08/19,2,3,58
30/08/19,2,3,65
31/08/19,2,3,40
01/09/19,2,3,51
02/09/19,2,3,59
03/09/19,2,3,45
04/09/19,2,3,49
05/09/19,2,3,51
06/09/19,2,3,67
07/09/19,2,3,41
08/09/19,2,3,53
09/09/19,2,3,45
10/09/19,2,3,54
11/09/19,2,3,42
12/09/19,2,3,67
13/09/19,2,3,47
14/09/19,2,3,35
15/09/19,2,3,42
16/09/19,2,3,48
17/09/19,2,3,58
18/09/19,2,3,51
19/09/19,2,3,57
20/09/19,2,3,58
21/09/19,2,3,38
22/09/19,2,3,49
23/09/19,2,3,52
24/09/19,2,3,46
25/09/19,2,3,42
26/09/19,2,3,39
27/09/19,2,3,52
28/09/19,2,3,34
29/09/19,2,3,59
30/09/19,2,3,52
01/01/17,2,4,21
02/01/17,2,4,14
03/01/17,2,4,12
04/01/17,2,4,17
05/01/17,2,4,14
06/01/17,2,4,17
07/01/17,2,4,13
08/01/17,2,4,10
09/01/17,2,4,11
10/01/17,2,4,12
11/01/17,2,4,14
12/01/17,2,4,17
13/01/17,2,4,23
14/01/17,2,4,12
15/01/17,2,4,10
16/01/17,2,4,19
17/01/17,2,4,16
18/01/17,2,4,13
19/01/17,2,4,18
20/01/17,2,4,23
21/01/17,2,4,11
22/01/17,2,4,15
23/01/17,2,4,13
24/01/17,2,4,14
25/01/17,2,4,16
26/01/17,2,4,18
27/01/17,2,4,18
28/01/17,2,4,11
29/01/17,2,4,13
30/01/17,2,4,16
31/01/17,2,4,17
01/02/17,2,4,22
02/02/17,2,4,21
03/02/17,2,4,29
04/02/17,2,4,14
05/02/17,2,4,9
06/02/17,2,4,11
07/02/17,2,4,20
08/02/17,2,4,18
09/02/17,2,4,15
10/02/17,2,4,28
11/02/17,2,4,19
12/02/17,2,4,14
13/02/17,2,4,18
14/02/17,2,4,17
15/02/17,2,4,17
16/02/17,2,4,17
17/02/17,2,4,23
18/02/17,2,4,12
19/02/17,2,4,13
20/02/17,2,4,13
21/02/17,2,4,19
22/02/17,2,4,21
23/02/17,2,4,15
24/02/17,2,4,19
25/02/17,2,4,11
26/02/17,2,4,18
27/02/17,2,4,15
28/02/17,2,4,18
01/03/17,2,4,24
02/03/17,2,4,18
03/03/17,2,4,26
04/03/17,2,4,14
05/03/17,2,4,20
06/03/17,2,4,23
07/03/17,2,4,23
08/03/17,2,4,16
09/03/17,2,4,29
10/03/17,2,4,19
11/03/17,2,4,18
12/03/17,2,4,16
13/03/17,2,4,20
14/03/17,2,4,15
15/03/17,2,4,17
16/03/17,2,4,18
17/03/17,2,4,20
18/03/17,2,4,24
19/03/17,2,4,35
20/03/17,2,4,26
21/03/17,2,4,24
22/03/17,2,4,21
23/03/17,2,4,20
24/03/17,2,4,21
25/03/17,2,4,20
26/03/17,2,4,25
27/03/17,2,4,11
28/03/17,2,4,16
29/03/17,2,4,22
30/03/17,2,4,31
31/03/17,2,4,23
01/04/17,2,4,18
02/04/17,2,4,33
03/04/17,2,4,23
04/04/17,2,4,21
05/04/17,2,4,25
06/04/17,2,4,25
07/04/17,2,4,42
08/04/17,2,4,16
09/04/17,2,4,20
10/04/17,2,4,24
11/04/17,2,4,19
12/04/17,2,4,35
13/04/17,2,4,24
14/04/17,2,4,29
15/04/17,2,4,22
16/04/17,2,4,29
17/04/17,2,4,11
18/04/17,2,4,16
19/04/17,2,4,34
20/04/17,2,4,38
21/04/17,2,4,37
22/04/17,2,4,21
23/04/17,2,4,29
24/04/17,2,4,29
25/04/17,2,4,17
26/04/17,2,4,26
27/04/17,2,4,31
28/04/17,2,4,28
29/04/17,2,4,18
30/04/17,2,4,17
01/05/17,2,4,30
02/05/17,2,4,24
03/05/17,2,4,27
04/05/17,2,4,29
05/05/17,2,4,33
06/05/17,2,4,18
07/05/17,2,4,14
08/05/17,2,4,25
09/05/17,2,4,21
10/05/17,2,4,26
11/05/17,2,4,32
12/05/17,2,4,25
13/05/17,2,4,19
14/05/17,2,4,32
15/05/17,2,4,29
16/05/17,2,4,25
17/05/17,2,4,26
18/05/17,2,4,21
19/05/17,2,4,31
20/05/17,2,4,17
21/05/17,2,4,23
22/05/17,2,4,29
23/05/17,2,4,16
24/05/17,2,4,24
25/05/17,2,4,31
26/05/17,2,4,24
27/05/17,2,4,27
28/05/17,2,4,31
29/05/17,2,4,26
30/05/17,2,4,25
31/05/17,2,4,23
01/06/17,2,4,38
02/06/17,2,4,33
03/06/17,2,4,20
04/06/17,2,4,30
05/06/17,2,4,32
06/06/17,2,4,34
07/06/17,2,4,32
08/06/17,2,4,32
09/06/17,2,4,33
10/06/17,2,4,36
11/06/17,2,4,33
12/06/17,2,4,25
13/06/17,2,4,31
14/06/17,2,4,25
15/06/17,2,4,30
16/06/17,2,4,24
17/06/17,2,4,19
18/06/17,2,4,25
19/06/17,2,4,17
20/06/17,2,4,34
21/06/17,2,4,31
22/06/17,2,4,30
23/06/17,2,4,34
24/06/17,2,4,29
25/06/17,2,4,29
26/06/17,2,4,31
27/06/17,2,4,18
28/06/17,2,4,27
29/06/17,2,4,39
30/06/17,2,4,35
01/07/17,2,4,21
02/07/17,2,4,33
03/07/17,2,4,24
04/07/17,2,4,30
05/07/17,2,4,29
06/07/17,2,4,26
07/07/17,2,4,40
08/07/17,2,4,21
09/07/17,2,4,32
10/07/17,2,4,27
11/07/17,2,4,25
12/07/17,2,4,43
13/07/17,2,4,36
14/07/17,2,4,40
15/07/17,2,4,31
